Key,schinese,tchinese
modmagSA58FALXproduct50Desc,重量：[4FBE28]0.670kg[-]\n装弹数：[4FBE28]50[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：FN FAL,重量：[4FBE28]0.670kg[-]\n裝彈數：[4FBE28]50[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：FN FAL
modmag762NATOM14xproduct50Desc,重量：[4FBE28]0.794kg[-]\n装弹数：[4FBE28]50[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：M1A EBR, M14 SASS,重量：[4FBE28]0.794kg[-]\n裝彈數：[4FBE28]50[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：M1A EBR, M14 SASS
modmag762NATOX25drum50Desc,重量：[4FBE28]0.660kg[-]\n装弹数：[4FBE28]50[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：SR-25, RSASS, MDR 7.62, SCAR-H, SIG MCX Spear,重量：[4FBE28]0.660kg[-]\n裝彈數：[4FBE28]50[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：SR-25, RSASS, MDR 7.62, SCAR-H, SIG MCX Spear
modmag762NATOCmag100Desc,重量：[4FBE28]1.540kg[-]\n装弹数：[4FBE28]100[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：M1A EBR, SR-25, RSASS, G28, MDR 7.62, SCAR-H, HK417, M14 SASS, SIG MCX Spear,重量：[4FBE28]1.540kg[-]\n裝彈數：[4FBE28]100[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：M1A EBR, SR-25, RSASS, G28, MDR 7.62, SCAR-H, HK417, M14 SASS, SIG MCX Spear
modmagM60TriBoxWelded250Desc,重量：[4FBE28]2.500kg[-]\n装弹数：[4FBE28]250[-]\n更换弹匣时间：[FF4F33]+26%[-]\n\n相容性：M60E6,重量：[4FBE28]2.500kg[-]\n裝彈數：[4FBE28]250[-]\n更換彈匣時間：[FF4F33]+26%[-]\n\n相容性：M60E6
modmagSVDstd20Desc,重量：[4FBE28]0.112kg[-]\n装弹数：[4FBE28]20[-]\n\n相容性：SVDS 'Dragunov',重量：[4FBE28]0.112kg[-]\n裝彈數：[4FBE28]20[-]\n\n相容性：SVDS 'Dragunov'
modmagSVDmakeshiftdrum50Desc,重量：[4FBE28]0.530kg[-]\n装弹数：[4FBE28]50[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：SVDS 'Dragunov',重量：[4FBE28]0.530kg[-]\n裝彈數：[4FBE28]50[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：SVDS 'Dragunov'
modmag762x54RPKBox200Desc,重量：[4FBE28]2.700kg[-]\n装弹数：[4FBE28]200[-]\n更换弹匣时间：[FF4F33]+25%[-]\n\n相容性：PKP Pecheneg,重量：[4FBE28]2.700kg[-]\n裝彈數：[4FBE28]200[-]\n更換彈匣時間：[FF4F33]+25%[-]\n\n相容性：PKP Pecheneg
modmagAUGextended42Desc,重量：[4FBE28]0.142kg[-]\n装弹数：[4FBE28]42[-]\n\n相容性：AUG A3,重量：[4FBE28]0.142kg[-]\n裝彈數：[4FBE28]42[-]\n\n相容性：AUG A3
modmagAUGdrum60Desc,重量：[4FBE28]0.515kg[-]\n装弹数：[4FBE28]60[-]\n\n相容性：AUG A3,重量：[4FBE28]0.515kg[-]\n裝彈數：[4FBE28]60[-]\n\n相容性：AUG A3
modmagstanagstd30Desc,重量：[4FBE28]0.117kg[-]\n装弹数：[4FBE28]30[-]\n\n相容性：ADAR & ST AR-15,重量：[4FBE28]0.117kg[-]\n裝彈數：[4FBE28]30[-]\n\n相容性：ADAR & ST AR-15
modmagstanag556x45pmag40Desc,重量：[4FBE28]0.200kg[-]\n装弹数：[4FBE28]40[-]\n更换弹匣时间：[FF4F33]+16%[-]\n\n相容性：大多数以下口径的枪械：5.56×45 & .300blk,重量：[4FBE28]0.200kg[-]\n裝彈數：[4FBE28]40[-]\n更換彈匣時間：[FF4F33]+16%[-]\n\n相容性：大多數下列口徑的槍械：5.56×45 & .300blk
modmagstanag556x45pmagd60Desc,重量：[4FBE28]0.580kg[-]\n装弹数：[4FBE28]60[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：大多数以下口径的枪械：5.56×45 & .300blk,重量：[4FBE28]0.580kg[-]\n裝彈數：[4FBE28]60[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：大多數下列口徑的槍械：5.56×45 & .300blk
modmagstanag556x45sf60Desc,重量：[4FBE28]0.180kg[-]\n装弹数：[4FBE28]60[-]\n更换弹匣时间：[FF4F33]+16%[-]\n\n相容性：大多数以下口径的枪械：5.56×45 & .300blk,重量：[4FBE28]0.180kg[-]\n裝彈數：[4FBE28]60[-]\n更換彈匣時間：[FF4F33]+16%[-]\n\n相容性：大多數下列口徑的槍械：5.56×45 & .300blk
modmagstanag556x45sf100Desc,重量：[4FBE28]0.270kg[-]\n装弹数：[4FBE28]100[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：大多数以下口径的枪械：5.56×45 & .300blk,重量：[4FBE28]0.270kg[-]\n裝彈數：[4FBE28]100[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：大多數下列口徑的槍械：5.56×45 & .300blk
modmag556AKmolot45Desc,重量：[4FBE28]0.300kg[-]\n装弹数：[4FBE28]45[-]\n更换弹匣时间：[FF4F33]+16%[-]\n\n相容性：Velociraptor,重量：[4FBE28]0.300kg[-]\n裝彈數：[4FBE28]45[-]\n更換彈匣時間：[FF4F33]+16%[-]\n\n相容性：Velociraptor
modmagvssval30Desc,重量：[4FBE28]0.254kg[-]\n装弹数：[4FBE28]30[-]\n\n相容性：VSS Vintorez & AS VAL,重量：[4FBE28]0.254kg[-]\n裝彈數：[4FBE28]30[-]\n\n相容性：VSS Vintorez & AS VAL
modmagvssval45Desc,重量：[4FBE28]0.397kg[-]\n装弹数：[4FBE28]40[-]\n更换弹匣时间：[FF4F33]+16%[-]\n\n相容性：VSS Vintorez & AS VAL,重量：[4FBE28]0.397kg[-]\n裝彈數：[4FBE28]40[-]\n更換彈匣時間：[FF4F33]+16%[-]\n\n相容性：VSS Vintorez & AS VAL
modmagAsh12extended40Desc,重量：[4FBE28]0.800kg[-]\n装弹数：[4FBE28]40[-]\n更换弹匣时间：[FF4F33]+16%[-]\n\n相容性：ASh-12,重量：[4FBE28]0.800kg[-]\n裝彈數：[4FBE28]40[-]\n更換彈匣時間：[FF4F33]+16%[-]\n\n相容性：ASh-12
modmagAsh12extended60Desc,重量：[4FBE28]1.000kg[-]\n装弹数：[4FBE28]60[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：ASh-12,重量：[4FBE28]1.000kg[-]\n裝彈數：[4FBE28]60[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：ASh-12
modmag338SwordMK18Pmag20Desc,重量：[4FBE28]0.800kg[-]\n装弹数：[4FBE28]20[-]\n更换弹匣时间：[FF4F33]+15%[-]\n\n相容性：Mk-18,重量：[4FBE28]0.800kg[-]\n裝彈數：[4FBE28]20[-]\n更換彈匣時間：[FF4F33]+15%[-]\n\n相容性：Mk-18
modmag_870_remington_magazine_extension_12g_10Desc,重量：[4FBE28]0.400kg[-]\n装弹数：[4FBE28]11[-]\n\n相容性：M870,重量：[4FBE28]0.400kg[-]\n裝彈數：[4FBE28]11[-]\n\n相容性：M870
modmag_m3_benelli_std_12g_7Desc,重量：[4FBE28]0.300kg[-]\n装弹数：[4FBE28]8[-]\n\n相容性：M3 Benelli,重量：[4FBE28]0.300kg[-]\n裝彈數：[4FBE28]8[-]\n\n相容性：M3 Benelli
modmag_m3_tonisystem_magazine_extension_12g_13Desc,重量：[4FBE28]0.600kg[-]\n装弹数：[4FBE28]14[-]\n\n相容性：M3 Benelli,重量：[4FBE28]0.600kg[-]\n裝彈數：[4FBE28]14[-]\n\n相容性：M3 Benelli
modmag_mr153_izhmeh_12g_8Desc,重量：[4FBE28]0.300kg[-]\n装弹数：[4FBE28]9[-]\n\n相容性：MP-153 & MP-155,重量：[4FBE28]0.300kg[-]\n裝彈數：[4FBE28]9[-]\n\n相容性：MP-153 & MP-155
modmag_saiga12_maxrounds_powermag_20_12x76_20Desc,重量：[4FBE28]0.660kg[-]\n装弹数：[4FBE28]20[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：Saiga-12K,重量：[4FBE28]0.660kg[-]\n裝彈數：[4FBE28]20[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：Saiga-12K
modmag_aa12_mps_aa12_drum_mag_12g_20Desc,重量：[4FBE28]1.130kg[-]\n装弹数：[4FBE28]20[-]\n更换弹匣时间：[FF4F33]+20%[-]\n\n相容性：AA-12,重量：[4FBE28]1.130kg[-]\n裝彈數：[4FBE28]20[-]\n更換彈匣時間：[FF4F33]+20%[-]\n\n相容性：AA-12
modmag_aa12_drum_mag_12g_32Desc,重量：[4FBE28]1.450kg[-]\n装弹数：[4FBE28]32[-]\n更换弹匣时间：[FF4F33]+25%[-]\n\n相容性：AA-12,重量：[4FBE28]1.450kg[-]\n裝彈數：[4FBE28]32[-]\n更換彈匣時間：[FF4F33]+25%[-]\n\n相容性：AA-12

modsilencertt33makeshift,TT-33 声音抑制器,TT-33 聲音抑制器
modmuzzlettlaserdtk,TT手枪膛口制退器,TT手槍膛口制退器
modsilencerstechkinstd,斯捷奇金消声器,斯捷奇金消音器
modsilencerpp9klin,PP-9「klin」消音器,PP-9「klin」消音器
modmuzzlemp5btqdbrake,[09FF00]MP5 B&T QD 膛口制退器[-],[09FF00]MP5 B&T QD 膛口制退器[-]
modmuzzlemp5noveske,[09FF00]MP5 Noveske-style 膛口制退器[-],[09FF00]MP5 Noveske-style 膛口制退器[-]
modsilencerco46multi,SilencerCo 46 多口径相容 声音抑制器,SilencerCo 46 多口徑相容 聲音抑制器
modsilencerco9osprey,[09FF00]SilencerCo Osprey 9x19 声音抑制器[-],[09FF00]SilencerCo Osprey 9x19 聲音抑制器[-]
modsilencersigsrd9,[004CFF]SIG SRD 9×19 声音抑制器[-],[004CFF]SIG SRD 9×19 聲音抑制器[-]
modsilencerUziPro,[004CFF]UZI PRO 声音抑制器[-],[004CFF]UZI PRO 聲音抑制器[-]
modmuzzlevityazbrakecompensator,[09FF00]Vityaz 膛口制退补偿器[-],[09FF00]Vityaz 膛口制退補償器[-]
modsilencermpxsd,[BB00FF]MPX-SD 声音抑制器[-],[BB00FF]MPX-SD 聲音抑制器[-]
modmuzzlestm9brake,[BB00FF]STM-9 膛口制退器[-],[BB00FF]STM-9 膛口制退器[-]
modmuzzlegl17carver4port,Glock 17 Carver 四孔制退器,Glock 17 Carver 四孔制退器
modmuzzlep226tjcustom,P226 TJ Custom 膛口制退器,P226 TJ Custom 膛口制退器
modsilencersr1mpstd,SR-1MP 消音器,SR-1MP 消音器
modsilencersr2msv1381,[004CFF]SR-2M 声音抑制器 (SV-1381)[-],[004CFF]SR-2M 聲音抑制器 (SV-1381)[-]
modsilencerco45komega,[09FF00]SilencerCo 45K Omega[-],[09FF00]SilencerCo 45K Omega[-]
modsilencerump45bt,[09FF00]UMP-45 B&T 声音抑制器[-],[09FF00]UMP-45 B&T 聲音抑制器[-]
modmuzzle1911anarchyoutdoors,1911 Anarchy Outdoors 膛口制退器,1911 Anarchy Outdoors 膛口制退器
modsilencermp7rotex2,[004CFF]MP7 Rotex-II 声音抑制器[-],[004CFF]MP7 Rotex-II 聲音抑制器[-]
modsilencerp90attenuator,[004CFF]P90 Attenuator 声音抑制器[-],[004CFF]P90 Attenuator 聲音抑制器[-]
modsilencer57gemtech,Gemtech SFN-57 声音抑制器,Gemtech SFN-57 聲音抑制器

modsilencertt33makeshiftDesc,重量：[4FBE28]0.320kg[-]\n后座力：[4FBE28]-10%[-]\n人体工学：[FF4F33]-10%[-]\n腰射准确度：[FF4F33]-10%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：TT-33,重量：[4FBE28]0.320kg[-]\n後座力：[4FBE28]-10%[-]\n人體工學：[FF4F33]-10%[-]\n腰射準確度：[FF4F33]-10%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：TT-33
modmuzzlettlaserdtkDesc,重量：[4FBE28]0.036kg[-]\n后座力：[4FBE28]-15%[-]\n\n相容性：TT-33,重量：[4FBE28]0.036kg[-]\n後座力：[4FBE28]-15%[-]\n\n相容性：TT-33
modsilencerstechkinstdDesc,重量：[4FBE28]0.490kg[-]\n后座力：[4FBE28]-16%[-]\n人体工学：[FF4F33]-12%[-]\n腰射准确度：[FF4F33]-12%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：斯捷奇金自动手枪,重量：[4FBE28]0.490kg[-]\n後座力：[4FBE28]-16%[-]\n人體工學：[FF4F33]-12%[-]\n腰射準確度：[FF4F33]-12%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：斯捷奇金自動手槍
modsilencerpp9klinDesc,重量：[4FBE28]0.200kg[-]\n后座力：[4FBE28]-18%[-]\n人体工学：[FF4F33]-10%[-]\n腰射准确度：[FF4F33]-10%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：PP-9,重量：[4FBE28]0.200kg[-]\n後座力：[4FBE28]-18%[-]\n人體工學：[FF4F33]-10%[-]\n腰射準確度：[FF4F33]-10%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：PP-9
modmuzzlemp5btqdbrakeDesc,重量：[4FBE28]0.128kg[-]\n后座力：[4FBE28]-16%[-]\n\n相容性：MP5,重量：[4FBE28]0.128kg[-]\n後座力：[4FBE28]-16%[-]\n\n相容性：MP5
modmuzzlemp5noveskeDesc,重量：[4FBE28]0.380kg[-]\n后座力：[4FBE28]-22%[-]\n\n相容性：MP5,重量：[4FBE28]0.380kg[-]\n後座力：[4FBE28]-22%[-]\n\n相容性：MP5
modsilencerco46multiDesc,重量：[4FBE28]0.490kg[-]\n后座力：[4FBE28]-14%[-]\n人体工学：[FF4F33]-18%[-]\n腰射准确度：[FF4F33]-18%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：大多数下列口径的枪械：9×19、5.45×39、5.56×45、7.62×39 & 7.62×51,重量：[4FBE28]0.490kg[-]\n後座力：[4FBE28]-14%[-]\n人體工學：[FF4F33]-18%[-]\n腰射準確度：[FF4F33]-18%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：大多數下列口徑的槍械：9×19、5.45×39、5.56×45、7.62×39 & 7.62×51
modsilencerUziProDesc,重量：[4FBE28]0.680kg[-]\n后座力：[4FBE28]-18%[-]\n人体工学：[FF4F33]-18%[-]\n腰射准确度：[FF4F33]-18%[-]\n武器磨损：[FF4F33]+20%[-]\n\n相容性：UZI PRO SMG,重量：[4FBE28]0.680kg[-]\n後座力：[4FBE28]-18%[-]\n人體工學：[FF4F33]-18%[-]\n腰射準確度：[FF4F33]-18%[-]\n武器磨損：[FF4F33]+20%[-]\n\n相容性：UZI PRO SMG
modmuzzlevityazbrakecompensatorDesc,重量：[4FBE28]0.070kg[-]\n后座力：[4FBE28]-16%[-]\n\n相容性：PP-19-01,重量：[4FBE28]0.070kg[-]\n後座力：[4FBE28]-16%[-]\n\n相容性：PP-19-01
modsilencermpxsdDesc,重量：[4FBE28]0.600kg[-]\n后座力：[4FBE28]-22%[-]\n人体工学：[FF4F33]-16%[-]\n腰射准确度：[FF4F33]-16%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：SIG MPX,重量：[4FBE28]0.600kg[-]\n後座力：[4FBE28]-22%[-]\n人體工學：[FF4F33]-16%[-]\n腰射準確度：[FF4F33]-16%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：SIG MPX
modmuzzlestm9brakeDesc,重量：[4FBE28]0.084kg[-]\n后座力：[4FBE28]-26%[-]\n\n相容性：STM-9,重量：[4FBE28]0.084kg[-]\n後座力：[4FBE28]-26%[-]\n\n相容性：STM-9
modmuzzlegl17carver4portDesc,重量：[4FBE28]0.063kg[-]\n后座力：[4FBE28]-16%[-]\n\n相容性：Glock 17,重量：[4FBE28]0.063kg[-]\n後座力：[4FBE28]-16%[-]\n\n相容性：Glock 17
modmuzzlep226tjcustomDesc,重量：[4FBE28]0.036kg[-]\n后座力：[4FBE28]-16%[-]\n\n相容性：P226R,重量：[4FBE28]0.036kg[-]\n後座力：[4FBE28]-16%[-]\n\n相容性：P226R
modsilencersr1mpstdDesc,重量：[4FBE28]0.490kg[-]\n后座力：[4FBE28]-14%[-]\n人体工学：[FF4F33]-15%[-]\n腰射准确度：[FF4F33]-15%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：SR-1MP,重量：[4FBE28]0.490kg[-]\n後座力：[4FBE28]-14%[-]\n人體工學：[FF4F33]-15%[-]\n腰射準確度：[FF4F33]-15%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：SR-1MP
modsilencersr2msv1381Desc,重量：[4FBE28]0.575kg[-]\n后座力：[4FBE28]-12%[-]\n人体工学：[FF4F33]-15%[-]\n腰射准确度：[FF4F33]-15%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：SR-2M,重量：[4FBE28]0.575kg[-]\n後座力：[4FBE28]-12%[-]\n人體工學：[FF4F33]-15%[-]\n腰射準確度：[FF4F33]-15%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：SR-2M
modmuzzle1911anarchyoutdoorsDesc,重量：[4FBE28]0.100kg[-]\n后座力：[4FBE28]-20%[-]\n\n相容性：M1911、M45A1,重量：[4FBE28]0.100kg[-]\n後座力：[4FBE28]-20%[-]\n\n相容性：M1911、M45A1
modsilencermp7rotex2Desc,重量：[4FBE28]0.607kg[-]\n后座力：[4FBE28]-22%[-]\n人体工学：[FF4F33]-18%[-]\n腰射准确度：[FF4F33]-18%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：MP7A1,重量：[4FBE28]0.607kg[-]\n後座力：[4FBE28]-22%[-]\n人體工學：[FF4F33]-18%[-]\n腰射準確度：[FF4F33]-18%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：MP7A1
modsilencerp90attenuatorDesc,重量：[4FBE28]0.677kg[-]\n后座力：[4FBE28]-22%[-]\n人体工学：[FF4F33]-18%[-]\n腰射准确度：[FF4F33]-18%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：P90,重量：[4FBE28]0.677kg[-]\n後座力：[4FBE28]-22%[-]\n人體工學：[FF4F33]-18%[-]\n腰射準確度：[FF4F33]-18%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：P90
modsilencer57gemtechDesc,重量：[4FBE28]0.150kg[-]\n后座力：[4FBE28]-12%[-]\n人体工学：[FF4F33]-15%[-]\n腰射准确度：[FF4F33]-15%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：FN FiveSeven,重量：[4FBE28]0.150kg[-]\n後座力：[4FBE28]-12%[-]\n人體工學：[FF4F33]-15%[-]\n腰射準確度：[FF4F33]-15%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：FN FiveSeven

modsilencerak74tgpa,[09FF00]AK-74 TGP-A 声音抑制器[-],[09FF00]AK-74 TGP-A 聲音抑制器[-]
modmuzzleak74hexagonreactor,[09FF00]AK Hexagon Reactor 5.45x39 膛口制退器[-],[09FF00]AK Hexagon Reactor 5.45x39 膛口制退器[-]
modsilencerak74hexagonwaffle,[09FF00]AK-74 Hexagon Wafflemaker 5.45x39 声音抑制器[-],[09FF00]AK-74 Hexagon Wafflemaker 5.45x39 聲音抑制器[-]
modmuzzleak74jetmbr,[BB00FF]AK-74 SRVV MBR Jet 膛口制退器[-],[BB00FF]AK-74 SRVV MBR Jet 膛口制退器[-]
modmuzzleak74zenitdtk1,[09FF00]AK Zenit DTK-1 膛口制退器[-],[09FF00]AK Zenit DTK-1 膛口制退器[-]
modsilencerhexagonAK,[BB00FF]AK Hexagon 5.45x39/7.62x39 声音抑制器[-],[BB00FF]AK Hexagon 5.45x39/7.62x39 聲音抑制器[-]
modmuzzleak12std,[BB00FF]AK-12 膛口制退器[-],[BB00FF]AK-12 膛口制退器[-]
modsilencerak12std,[BB00FF]AK-12 消音器[-],[BB00FF]AK-12 消音器[-]
modmuzzlerpdbrakecompensator,[BB00FF]RPD 膛口制退补偿器[-],[BB00FF]RPD 膛口制退補償器[-]
modmuzzle_mosin_tacfire_tanker_style_762x54r,[09FF00]莫辛步枪 Tacfire Tanker 膛口制退器[-],[09FF00]莫辛步槍 Tacfire Tanker 膛口制退器[-]
muzzle_mosin_tacfire_tanker_style_762x54r,[09FF00]莫辛步枪 Tacfire Tanker 膛口制退器[-],[09FF00]莫辛步槍 Tacfire Tanker 膛口制退器[-]
modsilencer_mosin_bramit_std_762x54r,[09FF00]莫辛步枪 Bramit 声音抑制器[-],[09FF00]莫辛步槍 Bramit 聲音抑制器[-]
silencer_mosin_bramit_std_762x54r,[09FF00]莫辛步枪 Bramit 声音抑制器[-],[09FF00]莫辛步槍 Bramit 聲音抑制器[-]
modsilencerSV98std,[004CFF]SV-98 声音抑制器[-],[004CFF]SV-98 聲音抑制器[-]
modmuzzleSV98mk2SRVV,[004CFF]SV-98 SRVV 膛口制退补偿器[-],[004CFF]SV-98 SRVV 膛口制退補償器[-]
modSVDmuzzlebrakecompensator,[004CFF]SVDS 膛口制退补偿器[-],[004CFF]SVDS 膛口制退補償器[-]
modsilencerSVDrotor43,[004CFF]SVDS Rotor 43 声音抑制器[-],[004CFF]SVDS Rotor 43 聲音抑制器[-]
modmuzzlepkzenitdtk,[FFD700]PK Zenit DTK-1P 膛口制退器[-],[FFD700]PK Zenit DTK-1P 膛口制退器[-]
modmuzzleash12std,[BB00FF]ASH-12 膛口制退器[-],[BB00FF]ASH-12 膛口制退器[-]
modsilencerash12std,[BB00FF]ASH-12 消音器[-],[BB00FF]ASH-12 消音器[-]
modsilencergriffinm4sdk,[09FF00]Griffin M4SD-K 声音抑制器[-],[09FF00]Griffin M4SD-K 聲音抑制器[-]
modsilencersocomrc2,[004CFF]SOCOM556-RC2 声音抑制器[-],[004CFF]SOCOM556-RC2 聲音抑制器[-]
modmuzzle_ar15_ferfrans_muzzle_brake_556x45,[09FF00]AR-15 Ferfrans CQB 膛口制退器[-],[09FF00]AR-15 Ferfrans CQB 膛口制退器[-]
modmuzzle_ar15_double_star_carlson_tac_comp_556x45,[004CFF]AR-15 DoubleStar CTC 补偿器[-],[004CFF]AR-15 DoubleStar CTC 補償器[-]
modmuzzle_ar15_alientech_gubich_muzzle_brake_556x45,[BB00FF]AR-15 AlienTech 膛口制退器[-],[BB00FF]AR-15 AlienTech 膛口制退器[-]
modmuzzleAR10thunderbeast30cb,[004CFF]AR-10 Thunder Beast 30CB 膛口制退器[-],[004CFF]AR-10 Thunder Beast 30CB 膛口制退器[-]
modmuzzleAR15thunderbeast223cb,[004CFF]AR-15 Thunder Beast 223CB 膛口制退器[-],[004CFF]AR-15 Thunder Beast 223CB 膛口制退器[-]
modsilencerthunderbeastultra5,[004CFF]Thunder Beast Ultra 5 声音抑制器[-],[004CFF]Thunder Beast Ultra 5 聲音抑制器[-]
modsilencersdnaacmulti,[FFD700]AAC SDN-6 声音抑制器[-],[FFD700]AAC SDN-6 聲音抑制器[-]
modmuzzle_ar10_precision_armament_m11_severe_duty_muzzle_brake_762x51,[004CFF]AR-10 PA M11 Severe-Duty 膛口制退器[-],[004CFF]AR-10 PA M11 Severe-Duty 膛口制退器[-]
modmuzzleAR10kacqdc,[BB00FF]AR-10 KAC QDC 膛口制退器[-],[BB00FF]AR-10 KAC QDC 膛口制退器[-]
modsilencerprskacqdc,[BB00FF]KAC PRS/QDC 声音抑制器[-],[BB00FF]KAC PRS/QDC 聲音抑制器[-]
modmuzzle_ar10_lantac_dgn762b_muzzle_brake_762x51,[FFD700]AR-10 Lantac Dragon 膛口制退补偿器[-],[FFD700]AR-10 Lantac Dragon 膛口制退補償器[-]
modsilencerbtg28qd762,[BB00FF]HK G28 B&T QD 声音抑制器[-],[BB00FF]HK G28 B&T QD 聲音抑制器[-]
modsilencerSIGclutchlokQD,[FFD700]MCX-SPEAR SLX68-MG-QD 声音抑制器[-],[FFD700]MCX-SPEAR SLX68-MG-QD 聲音抑制器[-]
modmuzzlesigtwoportbrake,[BB00FF]SIG 二孔制退器[-],[BB00FF]SIG 二孔制退器[-]
modsilencersigsrd762ti,[09FF00]SIG SRD762Ti 声音抑制器[-],[09FF00]SIG SRD762Ti 聲音抑制器[-]
modsilencersigsrdqd,[FFD700]SIG SRD-QD 声音抑制器[-],[FFD700]SIG SRD-QD 聲音抑制器[-]
modmuzzleAI338LMtactical,[FFD700]AI .338 LM 膛口制退器[-],[FFD700]AI .338 LM 膛口制退器[-]
modsilencerAI338LMsoundmoderator,[FFD700]AI .338 LM 声音抑制器[-],[FFD700]AI .338 LM 聲音抑制器[-]

modsilencerak74tgpaDesc,重量：[4FBE28]0.700kg[-]\n后座力：[4FBE28]-14%[-]\n人体工学：[FF4F33]-20%[-]\n腰射准确度：[FF4F33]-20%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、AKS-74UN、AK-107,重量：[4FBE28]0.700kg[-]\n後座力：[4FBE28]-14%[-]\n人體工學：[FF4F33]-20%[-]\n腰射準確度：[FF4F33]-20%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、AKS-74UN、AK-107
modmuzzleak74hexagonreactorDesc,重量：[4FBE28]0.095kg[-]\n后座力：[4FBE28]-24%[-]\n\n相容性：AK-74N/M、AK-107\n\n作为适配器：'AK-74 Hexagon Wafflemaker',重量：[4FBE28]0.095kg[-]\n後座力：[4FBE28]-24%[-]\n\n相容性：AK-74N/M、AK-107\n\n作為適配器：'AK-74 Hexagon Wafflemaker'
modsilencerak74hexagonwaffleDesc,重量：[4FBE28]0.290kg[-]\n后座力：[4FBE28]-18%[-]\n人体工学：[FF4F33]-15%[-]\n腰射准确度：[FF4F33]-15%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、AK-107\n\n需要适配器：'AK Hexagon Reactor',重量：[4FBE28]0.290kg[-]\n後座力：[4FBE28]-18%[-]\n人體工學：[FF4F33]-15%[-]\n腰射準確度：[FF4F33]-15%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、AK-107\n\n需要適配器：'AK Hexagon Reactor'
modmuzzleak74jetmbrDesc,重量：[4FBE28]0.110kg[-]\n后座力：[4FBE28]-20%[-]\n\n相容性：AKS-74UN、AK-74N/M、RPK-16、AK-107,重量：[4FBE28]0.110kg[-]\n後座力：[4FBE28]-20%[-]\n\n相容性：AKS-74UN、AK-74N/M、RPK-16、AK-107
modmuzzleak74zenitdtk1Desc,重量：[4FBE28]0.128kg[-]\n后座力：[4FBE28]-18%[-]\n\n相容性：AKS-74UN、AK-74N/M、RPK-16、AK-107、SKS,重量：[4FBE28]0.128kg[-]\n後座力：[4FBE28]-18%[-]\n\n相容性：AKS-74UN、AK-74N/M、RPK-16、AK-107、SKS
modsilencerhexagonAKDesc,重量：[4FBE28]0.462kg[-]\n后座力：[4FBE28]-22%[-]\n人体工学：[FF4F33]-15%[-]\n腰射准确度：[FF4F33]-15%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、RPK-16、AK-107、SKS、AKMN、AK-103、AK-109,重量：[4FBE28]0.462kg[-]\n後座力：[4FBE28]-22%[-]\n人體工學：[FF4F33]-15%[-]\n腰射準確度：[FF4F33]-15%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：AK-74N/M、RPK-16、AK-107、SKS、AKMN、AK-103、AK-109
